obs_date,source,metric,value,unit,note
2024-12-17,price,close,185.93,usd,
2024-12-17,price,pct_vs_entry,-25.628,pct,entry=250.0
2024-12-17,wikipedia,pageviews,11162,count,Grand_Theft_Auto_VI
2024-12-18,price,close,181.9,usd,
2024-12-18,price,pct_vs_entry,-27.24,pct,entry=250.0
2024-12-18,wikipedia,pageviews,9072,count,Grand_Theft_Auto_VI
2024-12-19,price,close,181.38,usd,
2024-12-19,price,pct_vs_entry,-27.448,pct,entry=250.0
2024-12-19,wikipedia,pageviews,8119,count,Grand_Theft_Auto_VI
2024-12-20,price,close,181.97,usd,
2024-12-20,price,pct_vs_entry,-27.212,pct,entry=250.0
2024-12-20,wikipedia,pageviews,7919,count,Grand_Theft_Auto_VI
2024-12-21,wikipedia,pageviews,8660,count,Grand_Theft_Auto_VI
2024-12-22,wikipedia,pageviews,9898,count,Grand_Theft_Auto_VI
2024-12-23,price,close,183.22,usd,
2024-12-23,price,pct_vs_entry,-26.712,pct,entry=250.0
2024-12-23,wikipedia,pageviews,9526,count,Grand_Theft_Auto_VI
2024-12-24,price,close,185.39,usd,
2024-12-24,price,pct_vs_entry,-25.844,pct,entry=250.0
2024-12-24,wikipedia,pageviews,10518,count,Grand_Theft_Auto_VI
2024-12-25,wikipedia,pageviews,11245,count,Grand_Theft_Auto_VI
2024-12-26,price,close,187.16,usd,
2024-12-26,price,pct_vs_entry,-25.136,pct,entry=250.0
2024-12-26,wikipedia,pageviews,12797,count,Grand_Theft_Auto_VI
2024-12-27,price,close,186.43,usd,
2024-12-27,price,pct_vs_entry,-25.428,pct,entry=250.0
2024-12-27,wikipedia,pageviews,15441,count,Grand_Theft_Auto_VI
2024-12-28,wikipedia,pageviews,13775,count,Grand_Theft_Auto_VI
2024-12-29,wikipedia,pageviews,15135,count,Grand_Theft_Auto_VI
2024-12-30,price,close,184.54,usd,
2024-12-30,price,pct_vs_entry,-26.184,pct,entry=250.0
2024-12-30,wikipedia,pageviews,17490,count,Grand_Theft_Auto_VI
2024-12-31,price,close,184.08,usd,
2024-12-31,price,pct_vs_entry,-26.368,pct,entry=250.0
2024-12-31,wikipedia,pageviews,16187,count,Grand_Theft_Auto_VI
2025-01-01,wikipedia,pageviews,18275,count,Grand_Theft_Auto_VI
2025-01-02,price,close,183.07,usd,
2025-01-02,price,pct_vs_entry,-26.772,pct,entry=250.0
2025-01-02,wikipedia,pageviews,20554,count,Grand_Theft_Auto_VI
2025-01-03,price,close,188.75,usd,
2025-01-03,price,pct_vs_entry,-24.5,pct,entry=250.0
2025-01-03,wikipedia,pageviews,17799,count,Grand_Theft_Auto_VI
2025-01-04,wikipedia,pageviews,16437,count,Grand_Theft_Auto_VI
2025-01-05,wikipedia,pageviews,16068,count,Grand_Theft_Auto_VI
2025-01-06,price,close,188.98,usd,
2025-01-06,price,pct_vs_entry,-24.408,pct,entry=250.0
2025-01-06,wikipedia,pageviews,14746,count,Grand_Theft_Auto_VI
2025-01-07,price,close,181.75,usd,
2025-01-07,price,pct_vs_entry,-27.3,pct,entry=250.0
2025-01-07,wikipedia,pageviews,14035,count,Grand_Theft_Auto_VI
2025-01-08,price,close,183.74,usd,
2025-01-08,price,pct_vs_entry,-26.504,pct,entry=250.0
2025-01-08,wikipedia,pageviews,12750,count,Grand_Theft_Auto_VI
2025-01-09,wikipedia,pageviews,11861,count,Grand_Theft_Auto_VI
2025-01-10,price,close,178.61,usd,
2025-01-10,price,pct_vs_entry,-28.556,pct,entry=250.0
2025-01-10,wikipedia,pageviews,10808,count,Grand_Theft_Auto_VI
2025-01-11,wikipedia,pageviews,11192,count,Grand_Theft_Auto_VI
2025-01-12,wikipedia,pageviews,11563,count,Grand_Theft_Auto_VI
2025-01-13,price,close,178.76,usd,
2025-01-13,price,pct_vs_entry,-28.496,pct,entry=250.0
2025-01-13,wikipedia,pageviews,12499,count,Grand_Theft_Auto_VI
2025-01-14,price,close,180.03,usd,
2025-01-14,price,pct_vs_entry,-27.988,pct,entry=250.0
2025-01-14,wikipedia,pageviews,10609,count,Grand_Theft_Auto_VI
2025-01-15,price,close,181.32,usd,
2025-01-15,price,pct_vs_entry,-27.472,pct,entry=250.0
2025-01-15,wikipedia,pageviews,9853,count,Grand_Theft_Auto_VI
2025-01-16,price,close,183.37,usd,
2025-01-16,price,pct_vs_entry,-26.652,pct,entry=250.0
2025-01-16,wikipedia,pageviews,11039,count,Grand_Theft_Auto_VI
2025-01-17,price,close,186.41,usd,
2025-01-17,price,pct_vs_entry,-25.436,pct,entry=250.0
2025-01-17,wikipedia,pageviews,10464,count,Grand_Theft_Auto_VI
2025-01-18,wikipedia,pageviews,10430,count,Grand_Theft_Auto_VI
2025-01-19,wikipedia,pageviews,11459,count,Grand_Theft_Auto_VI
2025-01-20,wikipedia,pageviews,12433,count,Grand_Theft_Auto_VI
2025-01-21,price,close,185.14,usd,
2025-01-21,price,pct_vs_entry,-25.944,pct,entry=250.0
2025-01-21,wikipedia,pageviews,12282,count,Grand_Theft_Auto_VI
2025-01-22,price,close,187.99,usd,
2025-01-22,price,pct_vs_entry,-24.804,pct,entry=250.0
2025-01-22,wikipedia,pageviews,11216,count,Grand_Theft_Auto_VI
2025-01-23,price,close,183.82,usd,
2025-01-23,price,pct_vs_entry,-26.472,pct,entry=250.0
2025-01-23,wikipedia,pageviews,11675,count,Grand_Theft_Auto_VI
2025-01-24,price,close,185.49,usd,
2025-01-24,price,pct_vs_entry,-25.804,pct,entry=250.0
2025-01-24,wikipedia,pageviews,10177,count,Grand_Theft_Auto_VI
2025-01-25,wikipedia,pageviews,10084,count,Grand_Theft_Auto_VI
2025-01-26,wikipedia,pageviews,10438,count,Grand_Theft_Auto_VI
2025-01-27,price,close,187.87,usd,
2025-01-27,price,pct_vs_entry,-24.852,pct,entry=250.0
2025-01-27,wikipedia,pageviews,10485,count,Grand_Theft_Auto_VI
2025-01-28,price,close,187.14,usd,
2025-01-28,price,pct_vs_entry,-25.144,pct,entry=250.0
2025-01-28,wikipedia,pageviews,9244,count,Grand_Theft_Auto_VI
2025-01-29,price,close,190.09,usd,
2025-01-29,price,pct_vs_entry,-23.964,pct,entry=250.0
2025-01-29,wikipedia,pageviews,10065,count,Grand_Theft_Auto_VI
2025-01-30,price,close,191.23,usd,
2025-01-30,price,pct_vs_entry,-23.508,pct,entry=250.0
2025-01-30,wikipedia,pageviews,9599,count,Grand_Theft_Auto_VI
2025-01-31,price,close,185.51,usd,
2025-01-31,price,pct_vs_entry,-25.796,pct,entry=250.0
2025-01-31,wikipedia,pageviews,8969,count,Grand_Theft_Auto_VI
2025-02-01,wikipedia,pageviews,9142,count,Grand_Theft_Auto_VI
2025-02-02,wikipedia,pageviews,9455,count,Grand_Theft_Auto_VI
2025-02-03,price,close,186.07,usd,
2025-02-03,price,pct_vs_entry,-25.572,pct,entry=250.0
2025-02-03,wikipedia,pageviews,9322,count,Grand_Theft_Auto_VI
2025-02-04,price,close,183.54,usd,
2025-02-04,price,pct_vs_entry,-26.584,pct,entry=250.0
2025-02-04,wikipedia,pageviews,9033,count,Grand_Theft_Auto_VI
2025-02-05,price,close,184.92,usd,
2025-02-05,price,pct_vs_entry,-26.032,pct,entry=250.0
2025-02-05,wikipedia,pageviews,8786,count,Grand_Theft_Auto_VI
2025-02-06,price,close,183.08,usd,
2025-02-06,price,pct_vs_entry,-26.768,pct,entry=250.0
2025-02-06,wikipedia,pageviews,10675,count,Grand_Theft_Auto_VI
2025-02-07,price,close,208.77,usd,
2025-02-07,price,pct_vs_entry,-16.492,pct,entry=250.0
2025-02-07,wikipedia,pageviews,12188,count,Grand_Theft_Auto_VI
2025-02-08,wikipedia,pageviews,9148,count,Grand_Theft_Auto_VI
2025-02-09,wikipedia,pageviews,9158,count,Grand_Theft_Auto_VI
2025-02-10,price,close,212.51,usd,
2025-02-10,price,pct_vs_entry,-14.996,pct,entry=250.0
2025-02-10,wikipedia,pageviews,8878,count,Grand_Theft_Auto_VI
2025-02-11,price,close,209.94,usd,
2025-02-11,price,pct_vs_entry,-16.024,pct,entry=250.0
2025-02-11,wikipedia,pageviews,9495,count,Grand_Theft_Auto_VI
2025-02-12,price,close,209.18,usd,
2025-02-12,price,pct_vs_entry,-16.328,pct,entry=250.0
2025-02-12,wikipedia,pageviews,9757,count,Grand_Theft_Auto_VI
2025-02-13,price,close,210.09,usd,
2025-02-13,price,pct_vs_entry,-15.964,pct,entry=250.0
2025-02-13,wikipedia,pageviews,9670,count,Grand_Theft_Auto_VI
2025-02-14,price,close,208.76,usd,
2025-02-14,price,pct_vs_entry,-16.496,pct,entry=250.0
2025-02-14,wikipedia,pageviews,9245,count,Grand_Theft_Auto_VI
2025-02-15,wikipedia,pageviews,8719,count,Grand_Theft_Auto_VI
2025-02-16,wikipedia,pageviews,9925,count,Grand_Theft_Auto_VI
2025-02-17,wikipedia,pageviews,9906,count,Grand_Theft_Auto_VI
2025-02-18,price,close,216.38,usd,
2025-02-18,price,pct_vs_entry,-13.448,pct,entry=250.0
2025-02-18,wikipedia,pageviews,10578,count,Grand_Theft_Auto_VI
2025-02-19,price,close,215.18,usd,
2025-02-19,price,pct_vs_entry,-13.928,pct,entry=250.0
2025-02-19,wikipedia,pageviews,9800,count,Grand_Theft_Auto_VI
2025-02-20,price,close,215.24,usd,
2025-02-20,price,pct_vs_entry,-13.904,pct,entry=250.0
2025-02-20,wikipedia,pageviews,9465,count,Grand_Theft_Auto_VI
2025-02-21,price,close,211.65,usd,
2025-02-21,price,pct_vs_entry,-15.34,pct,entry=250.0
2025-02-21,wikipedia,pageviews,9261,count,Grand_Theft_Auto_VI
2025-02-22,wikipedia,pageviews,9156,count,Grand_Theft_Auto_VI
2025-02-23,wikipedia,pageviews,11462,count,Grand_Theft_Auto_VI
2025-02-24,price,close,212.02,usd,
2025-02-24,price,pct_vs_entry,-15.192,pct,entry=250.0
2025-02-24,wikipedia,pageviews,21006,count,Grand_Theft_Auto_VI
2025-02-25,price,close,207.91,usd,
2025-02-25,price,pct_vs_entry,-16.836,pct,entry=250.0
2025-02-25,wikipedia,pageviews,11614,count,Grand_Theft_Auto_VI
2025-02-26,price,close,209.11,usd,
2025-02-26,price,pct_vs_entry,-16.356,pct,entry=250.0
2025-02-26,wikipedia,pageviews,11043,count,Grand_Theft_Auto_VI
2025-02-27,price,close,208.21,usd,
2025-02-27,price,pct_vs_entry,-16.716,pct,entry=250.0
2025-02-27,wikipedia,pageviews,9810,count,Grand_Theft_Auto_VI
2025-02-28,price,close,211.98,usd,
2025-02-28,price,pct_vs_entry,-15.208,pct,entry=250.0
2025-02-28,wikipedia,pageviews,9526,count,Grand_Theft_Auto_VI
2025-03-01,wikipedia,pageviews,10695,count,Grand_Theft_Auto_VI
2025-03-02,wikipedia,pageviews,12353,count,Grand_Theft_Auto_VI
2025-03-03,price,close,208.05,usd,
2025-03-03,price,pct_vs_entry,-16.78,pct,entry=250.0
2025-03-03,wikipedia,pageviews,11265,count,Grand_Theft_Auto_VI
2025-03-04,price,close,208.55,usd,
2025-03-04,price,pct_vs_entry,-16.58,pct,entry=250.0
2025-03-04,wikipedia,pageviews,11266,count,Grand_Theft_Auto_VI
2025-03-05,price,close,214.81,usd,
2025-03-05,price,pct_vs_entry,-14.076,pct,entry=250.0
2025-03-05,wikipedia,pageviews,11924,count,Grand_Theft_Auto_VI
2025-03-06,price,close,207.87,usd,
2025-03-06,price,pct_vs_entry,-16.852,pct,entry=250.0
2025-03-06,wikipedia,pageviews,10020,count,Grand_Theft_Auto_VI
2025-03-07,price,close,204.33,usd,
2025-03-07,price,pct_vs_entry,-18.268,pct,entry=250.0
2025-03-07,wikipedia,pageviews,9769,count,Grand_Theft_Auto_VI
2025-03-08,wikipedia,pageviews,11436,count,Grand_Theft_Auto_VI
2025-03-09,wikipedia,pageviews,11196,count,Grand_Theft_Auto_VI
2025-03-10,price,close,201.93,usd,
2025-03-10,price,pct_vs_entry,-19.228,pct,entry=250.0
2025-03-10,wikipedia,pageviews,10021,count,Grand_Theft_Auto_VI
2025-03-11,price,close,203.8,usd,
2025-03-11,price,pct_vs_entry,-18.48,pct,entry=250.0
2025-03-11,wikipedia,pageviews,8731,count,Grand_Theft_Auto_VI
2025-03-12,price,close,205.33,usd,
2025-03-12,price,pct_vs_entry,-17.868,pct,entry=250.0
2025-03-12,wikipedia,pageviews,8365,count,Grand_Theft_Auto_VI
2025-03-13,price,close,203.63,usd,
2025-03-13,price,pct_vs_entry,-18.548,pct,entry=250.0
2025-03-13,wikipedia,pageviews,8330,count,Grand_Theft_Auto_VI
2025-03-14,price,close,204.57,usd,
2025-03-14,price,pct_vs_entry,-18.172,pct,entry=250.0
2025-03-14,wikipedia,pageviews,9439,count,Grand_Theft_Auto_VI
2025-03-15,wikipedia,pageviews,9905,count,Grand_Theft_Auto_VI
2025-03-16,wikipedia,pageviews,11009,count,Grand_Theft_Auto_VI
2025-03-17,price,close,206.5,usd,
2025-03-17,price,pct_vs_entry,-17.4,pct,entry=250.0
2025-03-17,wikipedia,pageviews,12566,count,Grand_Theft_Auto_VI
2025-03-18,price,close,204.32,usd,
2025-03-18,price,pct_vs_entry,-18.272,pct,entry=250.0
2025-03-18,wikipedia,pageviews,12023,count,Grand_Theft_Auto_VI
2025-03-19,price,close,208.86,usd,
2025-03-19,price,pct_vs_entry,-16.456,pct,entry=250.0
2025-03-19,wikipedia,pageviews,10768,count,Grand_Theft_Auto_VI
2025-03-20,price,close,209.63,usd,
2025-03-20,price,pct_vs_entry,-16.148,pct,entry=250.0
2025-03-20,wikipedia,pageviews,8787,count,Grand_Theft_Auto_VI
2025-03-21,price,close,213.47,usd,
2025-03-21,price,pct_vs_entry,-14.612,pct,entry=250.0
2025-03-21,wikipedia,pageviews,8330,count,Grand_Theft_Auto_VI
2025-03-22,wikipedia,pageviews,8865,count,Grand_Theft_Auto_VI
2025-03-23,wikipedia,pageviews,9850,count,Grand_Theft_Auto_VI
2025-03-24,price,close,213.51,usd,
2025-03-24,price,pct_vs_entry,-14.596,pct,entry=250.0
2025-03-24,wikipedia,pageviews,10954,count,Grand_Theft_Auto_VI
2025-03-25,price,close,217.95,usd,
2025-03-25,price,pct_vs_entry,-12.82,pct,entry=250.0
2025-03-25,wikipedia,pageviews,10728,count,Grand_Theft_Auto_VI
2025-03-26,price,close,215.89,usd,
2025-03-26,price,pct_vs_entry,-13.644,pct,entry=250.0
2025-03-26,wikipedia,pageviews,10792,count,Grand_Theft_Auto_VI
2025-03-27,price,close,214.29,usd,
2025-03-27,price,pct_vs_entry,-14.284,pct,entry=250.0
2025-03-27,wikipedia,pageviews,9360,count,Grand_Theft_Auto_VI
2025-03-28,price,close,210.47,usd,
2025-03-28,price,pct_vs_entry,-15.812,pct,entry=250.0
2025-03-28,wikipedia,pageviews,7702,count,Grand_Theft_Auto_VI
2025-03-29,wikipedia,pageviews,9263,count,Grand_Theft_Auto_VI
2025-03-30,wikipedia,pageviews,9287,count,Grand_Theft_Auto_VI
2025-03-31,price,close,207.25,usd,
2025-03-31,price,pct_vs_entry,-17.1,pct,entry=250.0
2025-03-31,wikipedia,pageviews,9562,count,Grand_Theft_Auto_VI
2025-04-01,price,close,210.13,usd,
2025-04-01,price,pct_vs_entry,-15.948,pct,entry=250.0
2025-04-01,wikipedia,pageviews,10099,count,Grand_Theft_Auto_VI
2025-04-02,price,close,211.1,usd,
2025-04-02,price,pct_vs_entry,-15.56,pct,entry=250.0
2025-04-02,wikipedia,pageviews,11359,count,Grand_Theft_Auto_VI
2025-04-03,price,close,208.93,usd,
2025-04-03,price,pct_vs_entry,-16.428,pct,entry=250.0
2025-04-03,wikipedia,pageviews,10853,count,Grand_Theft_Auto_VI
2025-04-04,price,close,194.58,usd,
2025-04-04,price,pct_vs_entry,-22.168,pct,entry=250.0
2025-04-04,wikipedia,pageviews,10714,count,Grand_Theft_Auto_VI
2025-04-05,wikipedia,pageviews,11043,count,Grand_Theft_Auto_VI
2025-04-06,wikipedia,pageviews,10475,count,Grand_Theft_Auto_VI
2025-04-07,price,close,197.53,usd,
2025-04-07,price,pct_vs_entry,-20.988,pct,entry=250.0
2025-04-07,wikipedia,pageviews,9144,count,Grand_Theft_Auto_VI
2025-04-08,price,close,196.25,usd,
2025-04-08,price,pct_vs_entry,-21.5,pct,entry=250.0
2025-04-08,wikipedia,pageviews,8753,count,Grand_Theft_Auto_VI
2025-04-09,price,close,208.13,usd,
2025-04-09,price,pct_vs_entry,-16.748,pct,entry=250.0
2025-04-09,wikipedia,pageviews,8741,count,Grand_Theft_Auto_VI
2025-04-10,price,close,204.41,usd,
2025-04-10,price,pct_vs_entry,-18.236,pct,entry=250.0
2025-04-10,wikipedia,pageviews,8906,count,Grand_Theft_Auto_VI
2025-04-11,price,close,212.07,usd,
2025-04-11,price,pct_vs_entry,-15.172,pct,entry=250.0
2025-04-11,wikipedia,pageviews,8339,count,Grand_Theft_Auto_VI
2025-04-12,wikipedia,pageviews,9123,count,Grand_Theft_Auto_VI
2025-04-13,wikipedia,pageviews,9915,count,Grand_Theft_Auto_VI
2025-04-14,price,close,212.95,usd,
2025-04-14,price,pct_vs_entry,-14.82,pct,entry=250.0
2025-04-14,wikipedia,pageviews,10189,count,Grand_Theft_Auto_VI
2025-04-15,price,close,214.6,usd,
2025-04-15,price,pct_vs_entry,-14.16,pct,entry=250.0
2025-04-15,wikipedia,pageviews,10479,count,Grand_Theft_Auto_VI
2025-04-16,price,close,211.4,usd,
2025-04-16,price,pct_vs_entry,-15.44,pct,entry=250.0
2025-04-16,wikipedia,pageviews,9919,count,Grand_Theft_Auto_VI
2025-04-17,price,close,212.77,usd,
2025-04-17,price,pct_vs_entry,-14.892,pct,entry=250.0
2025-04-17,wikipedia,pageviews,8536,count,Grand_Theft_Auto_VI
2025-04-18,wikipedia,pageviews,9921,count,Grand_Theft_Auto_VI
2025-04-19,wikipedia,pageviews,9367,count,Grand_Theft_Auto_VI
2025-04-20,wikipedia,pageviews,8951,count,Grand_Theft_Auto_VI
2025-04-21,price,close,205.16,usd,
2025-04-21,price,pct_vs_entry,-17.936,pct,entry=250.0
2025-04-21,wikipedia,pageviews,9049,count,Grand_Theft_Auto_VI
2025-04-22,price,close,209.97,usd,
2025-04-22,price,pct_vs_entry,-16.012,pct,entry=250.0
2025-04-22,wikipedia,pageviews,10185,count,Grand_Theft_Auto_VI
2025-04-23,price,close,213.3,usd,
2025-04-23,price,pct_vs_entry,-14.68,pct,entry=250.0
2025-04-23,wikipedia,pageviews,8906,count,Grand_Theft_Auto_VI
2025-04-24,price,close,222.69,usd,
2025-04-24,price,pct_vs_entry,-10.924,pct,entry=250.0
2025-04-24,wikipedia,pageviews,10470,count,Grand_Theft_Auto_VI
2025-04-25,price,close,225.38,usd,
2025-04-25,price,pct_vs_entry,-9.848,pct,entry=250.0
2025-04-25,wikipedia,pageviews,9397,count,Grand_Theft_Auto_VI
2025-04-26,wikipedia,pageviews,8365,count,Grand_Theft_Auto_VI
2025-04-27,wikipedia,pageviews,9419,count,Grand_Theft_Auto_VI
2025-04-28,price,close,225.55,usd,
2025-04-28,price,pct_vs_entry,-9.78,pct,entry=250.0
2025-04-28,wikipedia,pageviews,9369,count,Grand_Theft_Auto_VI
2025-04-29,price,close,230.71,usd,
2025-04-29,price,pct_vs_entry,-7.716,pct,entry=250.0
2025-04-29,wikipedia,pageviews,9234,count,Grand_Theft_Auto_VI
2025-04-30,price,close,233.32,usd,
2025-04-30,price,pct_vs_entry,-6.672,pct,entry=250.0
2025-04-30,wikipedia,pageviews,8979,count,Grand_Theft_Auto_VI
2025-05-01,price,close,235.17,usd,
2025-05-01,price,pct_vs_entry,-5.932,pct,entry=250.0
2025-05-01,wikipedia,pageviews,7912,count,Grand_Theft_Auto_VI
2025-05-02,price,close,219.5,usd,
2025-05-02,price,pct_vs_entry,-12.2,pct,entry=250.0
2025-05-02,wikipedia,pageviews,71796,count,Grand_Theft_Auto_VI
2025-05-03,wikipedia,pageviews,38744,count,Grand_Theft_Auto_VI
2025-05-04,wikipedia,pageviews,19391,count,Grand_Theft_Auto_VI
2025-05-05,price,close,225.32,usd,
2025-05-05,price,pct_vs_entry,-9.872,pct,entry=250.0
2025-05-05,wikipedia,pageviews,15976,count,Grand_Theft_Auto_VI
2025-05-06,price,close,231.84,usd,
2025-05-06,price,pct_vs_entry,-7.264,pct,entry=250.0
2025-05-06,wikipedia,pageviews,85823,count,Grand_Theft_Auto_VI
2025-05-07,price,close,226.34,usd,
2025-05-07,price,pct_vs_entry,-9.464,pct,entry=250.0
2025-05-07,wikipedia,pageviews,83648,count,Grand_Theft_Auto_VI
2025-05-08,price,close,225.45,usd,
2025-05-08,price,pct_vs_entry,-9.82,pct,entry=250.0
2025-05-08,wikipedia,pageviews,54793,count,Grand_Theft_Auto_VI
2025-05-09,price,close,226.55,usd,
2025-05-09,price,pct_vs_entry,-9.38,pct,entry=250.0
2025-05-09,wikipedia,pageviews,38960,count,Grand_Theft_Auto_VI
2025-05-10,wikipedia,pageviews,32338,count,Grand_Theft_Auto_VI
2025-05-11,wikipedia,pageviews,32563,count,Grand_Theft_Auto_VI
2025-05-12,price,close,226.25,usd,
2025-05-12,price,pct_vs_entry,-9.5,pct,entry=250.0
2025-05-12,wikipedia,pageviews,28578,count,Grand_Theft_Auto_VI
2025-05-13,price,close,226.16,usd,
2025-05-13,price,pct_vs_entry,-9.536,pct,entry=250.0
2025-05-13,wikipedia,pageviews,22308,count,Grand_Theft_Auto_VI
2025-05-14,price,close,229.5,usd,
2025-05-14,price,pct_vs_entry,-8.2,pct,entry=250.0
2025-05-14,wikipedia,pageviews,19532,count,Grand_Theft_Auto_VI
2025-05-15,price,close,232.34,usd,
2025-05-15,price,pct_vs_entry,-7.064,pct,entry=250.0
2025-05-15,wikipedia,pageviews,15692,count,Grand_Theft_Auto_VI
2025-05-16,price,close,226.74,usd,
2025-05-16,price,pct_vs_entry,-9.304,pct,entry=250.0
2025-05-16,wikipedia,pageviews,15679,count,Grand_Theft_Auto_VI
2025-05-17,wikipedia,pageviews,13598,count,Grand_Theft_Auto_VI
2025-05-18,wikipedia,pageviews,13102,count,Grand_Theft_Auto_VI
2025-05-19,price,close,234.66,usd,
2025-05-19,price,pct_vs_entry,-6.136,pct,entry=250.0
2025-05-19,wikipedia,pageviews,12139,count,Grand_Theft_Auto_VI
2025-05-20,price,close,237.5,usd,
2025-05-20,price,pct_vs_entry,-5.0,pct,entry=250.0
2025-05-20,wikipedia,pageviews,10731,count,Grand_Theft_Auto_VI
2025-05-21,price,close,226.76,usd,
2025-05-21,price,pct_vs_entry,-9.296,pct,entry=250.0
2025-05-21,wikipedia,pageviews,10476,count,Grand_Theft_Auto_VI
2025-05-22,price,close,226.01,usd,
2025-05-22,price,pct_vs_entry,-9.596,pct,entry=250.0
2025-05-22,wikipedia,pageviews,10076,count,Grand_Theft_Auto_VI
2025-05-23,price,close,224.99,usd,
2025-05-23,price,pct_vs_entry,-10.004,pct,entry=250.0
2025-05-23,wikipedia,pageviews,8965,count,Grand_Theft_Auto_VI
2025-05-24,wikipedia,pageviews,8888,count,Grand_Theft_Auto_VI
2025-05-25,wikipedia,pageviews,11137,count,Grand_Theft_Auto_VI
2025-05-26,wikipedia,pageviews,11734,count,Grand_Theft_Auto_VI
2025-05-27,price,close,226.27,usd,
2025-05-27,price,pct_vs_entry,-9.492,pct,entry=250.0
2025-05-27,wikipedia,pageviews,11493,count,Grand_Theft_Auto_VI
2025-05-28,price,close,228.33,usd,
2025-05-28,price,pct_vs_entry,-8.668,pct,entry=250.0
2025-05-28,wikipedia,pageviews,8986,count,Grand_Theft_Auto_VI
2025-05-29,price,close,225.39,usd,
2025-05-29,price,pct_vs_entry,-9.844,pct,entry=250.0
2025-05-29,wikipedia,pageviews,8230,count,Grand_Theft_Auto_VI
2025-05-30,price,close,226.28,usd,
2025-05-30,price,pct_vs_entry,-9.488,pct,entry=250.0
2025-05-30,wikipedia,pageviews,7923,count,Grand_Theft_Auto_VI
2025-05-31,wikipedia,pageviews,7580,count,Grand_Theft_Auto_VI
2025-06-01,wikipedia,pageviews,7350,count,Grand_Theft_Auto_VI
2025-06-02,price,close,227.6,usd,
2025-06-02,price,pct_vs_entry,-8.96,pct,entry=250.0
2025-06-02,wikipedia,pageviews,7001,count,Grand_Theft_Auto_VI
2025-06-03,price,close,229.65,usd,
2025-06-03,price,pct_vs_entry,-8.14,pct,entry=250.0
2025-06-03,wikipedia,pageviews,7230,count,Grand_Theft_Auto_VI
2025-06-04,price,close,229.18,usd,
2025-06-04,price,pct_vs_entry,-8.328,pct,entry=250.0
2025-06-04,wikipedia,pageviews,6799,count,Grand_Theft_Auto_VI
2025-06-05,price,close,231.03,usd,
2025-06-05,price,pct_vs_entry,-7.588,pct,entry=250.0
2025-06-05,wikipedia,pageviews,6971,count,Grand_Theft_Auto_VI
2025-06-06,price,close,232.72,usd,
2025-06-06,price,pct_vs_entry,-6.912,pct,entry=250.0
2025-06-06,wikipedia,pageviews,6404,count,Grand_Theft_Auto_VI
2025-06-07,wikipedia,pageviews,7454,count,Grand_Theft_Auto_VI
2025-06-08,wikipedia,pageviews,7533,count,Grand_Theft_Auto_VI
2025-06-09,price,close,233.5,usd,
2025-06-09,price,pct_vs_entry,-6.6,pct,entry=250.0
2025-06-09,wikipedia,pageviews,8005,count,Grand_Theft_Auto_VI
2025-06-10,price,close,234.91,usd,
2025-06-10,price,pct_vs_entry,-6.036,pct,entry=250.0
2025-06-10,wikipedia,pageviews,8085,count,Grand_Theft_Auto_VI
2025-06-11,price,close,234.74,usd,
2025-06-11,price,pct_vs_entry,-6.104,pct,entry=250.0
2025-06-11,wikipedia,pageviews,7917,count,Grand_Theft_Auto_VI
2025-06-12,price,close,234.46,usd,
2025-06-12,price,pct_vs_entry,-6.216,pct,entry=250.0
2025-06-12,wikipedia,pageviews,6806,count,Grand_Theft_Auto_VI
2025-06-13,price,close,230.23,usd,
2025-06-13,price,pct_vs_entry,-7.908,pct,entry=250.0
2025-06-13,wikipedia,pageviews,5765,count,Grand_Theft_Auto_VI
2025-06-14,wikipedia,pageviews,5815,count,Grand_Theft_Auto_VI
2025-06-15,wikipedia,pageviews,5824,count,Grand_Theft_Auto_VI
2025-06-16,price,close,238.6,usd,
2025-06-16,price,pct_vs_entry,-4.56,pct,entry=250.0
2025-06-16,wikipedia,pageviews,6194,count,Grand_Theft_Auto_VI
2025-06-17,price,close,237.52,usd,
2025-06-17,price,pct_vs_entry,-4.992,pct,entry=250.0
2025-06-17,wikipedia,pageviews,6059,count,Grand_Theft_Auto_VI
2025-06-18,price,close,238.5,usd,
2025-06-18,price,pct_vs_entry,-4.6,pct,entry=250.0
2025-06-18,wikipedia,pageviews,5510,count,Grand_Theft_Auto_VI
2025-06-19,wikipedia,pageviews,5622,count,Grand_Theft_Auto_VI
2025-06-20,price,close,238.37,usd,
2025-06-20,price,pct_vs_entry,-4.652,pct,entry=250.0
2025-06-20,wikipedia,pageviews,5126,count,Grand_Theft_Auto_VI
2025-06-21,wikipedia,pageviews,7070,count,Grand_Theft_Auto_VI
2025-06-22,wikipedia,pageviews,7546,count,Grand_Theft_Auto_VI
2025-06-23,price,close,241.59,usd,
2025-06-23,price,pct_vs_entry,-3.364,pct,entry=250.0
2025-06-23,wikipedia,pageviews,5519,count,Grand_Theft_Auto_VI
2025-06-24,price,close,243.05,usd,
2025-06-24,price,pct_vs_entry,-2.78,pct,entry=250.0
2025-06-24,wikipedia,pageviews,5388,count,Grand_Theft_Auto_VI
2025-06-25,price,close,241.64,usd,
2025-06-25,price,pct_vs_entry,-3.344,pct,entry=250.0
2025-06-25,wikipedia,pageviews,5520,count,Grand_Theft_Auto_VI
