obs_date,source,metric,value,unit,note
2024-06-11,price,pct_vs_entry,-36.596,pct,entry=250.0
2024-06-11,wikipedia,pageviews,4422,count,Grand_Theft_Auto_VI
2024-06-12,price,close,159.67,usd,
2024-06-12,price,pct_vs_entry,-36.132,pct,entry=250.0
2024-06-12,wikipedia,pageviews,4146,count,Grand_Theft_Auto_VI
2024-06-13,price,close,157.72,usd,
2024-06-13,price,pct_vs_entry,-36.912,pct,entry=250.0
2024-06-13,wikipedia,pageviews,4269,count,Grand_Theft_Auto_VI
2024-06-14,price,close,158.96,usd,
2024-06-14,price,pct_vs_entry,-36.416,pct,entry=250.0
2024-06-14,wikipedia,pageviews,3990,count,Grand_Theft_Auto_VI
2024-06-15,wikipedia,pageviews,3759,count,Grand_Theft_Auto_VI
2024-06-16,wikipedia,pageviews,4245,count,Grand_Theft_Auto_VI
2024-06-17,price,close,157.4,usd,
2024-06-17,price,pct_vs_entry,-37.04,pct,entry=250.0
2024-06-17,wikipedia,pageviews,4332,count,Grand_Theft_Auto_VI
2024-06-18,price,close,155.37,usd,
2024-06-18,price,pct_vs_entry,-37.852,pct,entry=250.0
2024-06-18,wikipedia,pageviews,4382,count,Grand_Theft_Auto_VI
2024-06-19,wikipedia,pageviews,4351,count,Grand_Theft_Auto_VI
2024-06-20,price,close,154.98,usd,
2024-06-20,price,pct_vs_entry,-38.008,pct,entry=250.0
2024-06-20,wikipedia,pageviews,4104,count,Grand_Theft_Auto_VI
2024-06-21,price,close,158.22,usd,
2024-06-21,price,pct_vs_entry,-36.712,pct,entry=250.0
2024-06-21,wikipedia,pageviews,4123,count,Grand_Theft_Auto_VI
2024-06-22,wikipedia,pageviews,4126,count,Grand_Theft_Auto_VI
2024-06-23,wikipedia,pageviews,4360,count,Grand_Theft_Auto_VI
2024-06-24,price,close,159.71,usd,
2024-06-24,price,pct_vs_entry,-36.116,pct,entry=250.0
2024-06-24,wikipedia,pageviews,4384,count,Grand_Theft_Auto_VI
2024-06-25,price,close,159.04,usd,
2024-06-25,price,pct_vs_entry,-36.384,pct,entry=250.0
2024-06-25,wikipedia,pageviews,3976,count,Grand_Theft_Auto_VI
2024-06-26,price,close,157.54,usd,
2024-06-26,price,pct_vs_entry,-36.984,pct,entry=250.0
2024-06-26,wikipedia,pageviews,3995,count,Grand_Theft_Auto_VI
2024-06-27,price,close,156.98,usd,
2024-06-27,price,pct_vs_entry,-37.208,pct,entry=250.0
2024-06-27,wikipedia,pageviews,4145,count,Grand_Theft_Auto_VI
2024-06-28,price,close,155.49,usd,
2024-06-28,price,pct_vs_entry,-37.804,pct,entry=250.0
2024-06-28,wikipedia,pageviews,3718,count,Grand_Theft_Auto_VI
2024-06-29,wikipedia,pageviews,3797,count,Grand_Theft_Auto_VI
2024-06-30,wikipedia,pageviews,3952,count,Grand_Theft_Auto_VI
2024-07-01,price,close,154.29,usd,
2024-07-01,price,pct_vs_entry,-38.284,pct,entry=250.0
2024-07-01,wikipedia,pageviews,4171,count,Grand_Theft_Auto_VI
2024-07-02,price,close,154.65,usd,
2024-07-02,price,pct_vs_entry,-38.14,pct,entry=250.0
2024-07-02,wikipedia,pageviews,4234,count,Grand_Theft_Auto_VI
2024-07-03,price,close,153.5,usd,
2024-07-03,price,pct_vs_entry,-38.6,pct,entry=250.0
2024-07-03,wikipedia,pageviews,4166,count,Grand_Theft_Auto_VI
2024-07-04,wikipedia,pageviews,4224,count,Grand_Theft_Auto_VI
2024-07-05,price,close,151.74,usd,
2024-07-05,price,pct_vs_entry,-39.304,pct,entry=250.0
2024-07-05,wikipedia,pageviews,4244,count,Grand_Theft_Auto_VI
2024-07-06,wikipedia,pageviews,4417,count,Grand_Theft_Auto_VI
2024-07-07,wikipedia,pageviews,4734,count,Grand_Theft_Auto_VI
2024-07-08,price,close,152.0,usd,
2024-07-08,price,pct_vs_entry,-39.2,pct,entry=250.0
2024-07-08,wikipedia,pageviews,4616,count,Grand_Theft_Auto_VI
2024-07-09,price,close,149.36,usd,
2024-07-09,price,pct_vs_entry,-40.256,pct,entry=250.0
2024-07-09,wikipedia,pageviews,4724,count,Grand_Theft_Auto_VI
2024-07-10,price,close,148.83,usd,
2024-07-10,price,pct_vs_entry,-40.468,pct,entry=250.0
2024-07-10,wikipedia,pageviews,5104,count,Grand_Theft_Auto_VI
2024-07-11,price,close,151.52,usd,
2024-07-11,price,pct_vs_entry,-39.392,pct,entry=250.0
2024-07-11,wikipedia,pageviews,4503,count,Grand_Theft_Auto_VI
2024-07-12,price,close,153.35,usd,
2024-07-12,price,pct_vs_entry,-38.66,pct,entry=250.0
2024-07-12,wikipedia,pageviews,4445,count,Grand_Theft_Auto_VI
2024-07-13,wikipedia,pageviews,4431,count,Grand_Theft_Auto_VI
2024-07-14,wikipedia,pageviews,4483,count,Grand_Theft_Auto_VI
2024-07-15,price,close,153.31,usd,
2024-07-15,price,pct_vs_entry,-38.676,pct,entry=250.0
2024-07-15,wikipedia,pageviews,4779,count,Grand_Theft_Auto_VI
2024-07-16,price,close,154.1,usd,
2024-07-16,price,pct_vs_entry,-38.36,pct,entry=250.0
2024-07-16,wikipedia,pageviews,5114,count,Grand_Theft_Auto_VI
2024-07-17,price,close,149.87,usd,
2024-07-17,price,pct_vs_entry,-40.052,pct,entry=250.0
2024-07-17,wikipedia,pageviews,4698,count,Grand_Theft_Auto_VI
2024-07-18,price,close,150.3,usd,
2024-07-18,price,pct_vs_entry,-39.88,pct,entry=250.0
2024-07-18,wikipedia,pageviews,4407,count,Grand_Theft_Auto_VI
2024-07-19,price,close,150.32,usd,
2024-07-19,price,pct_vs_entry,-39.872,pct,entry=250.0
2024-07-19,wikipedia,pageviews,4296,count,Grand_Theft_Auto_VI
2024-07-20,wikipedia,pageviews,4601,count,Grand_Theft_Auto_VI
2024-07-21,wikipedia,pageviews,5057,count,Grand_Theft_Auto_VI
2024-07-22,price,close,150.45,usd,
2024-07-22,price,pct_vs_entry,-39.82,pct,entry=250.0
2024-07-22,wikipedia,pageviews,5268,count,Grand_Theft_Auto_VI
2024-07-23,price,close,151.71,usd,
2024-07-23,price,pct_vs_entry,-39.316,pct,entry=250.0
2024-07-23,wikipedia,pageviews,4893,count,Grand_Theft_Auto_VI
2024-07-24,price,close,152.89,usd,
2024-07-24,price,pct_vs_entry,-38.844,pct,entry=250.0
2024-07-24,wikipedia,pageviews,5106,count,Grand_Theft_Auto_VI
2024-07-25,price,close,150.3,usd,
2024-07-25,price,pct_vs_entry,-39.88,pct,entry=250.0
2024-07-25,wikipedia,pageviews,5322,count,Grand_Theft_Auto_VI
2024-07-26,price,close,150.75,usd,
2024-07-26,price,pct_vs_entry,-39.7,pct,entry=250.0
2024-07-26,wikipedia,pageviews,5368,count,Grand_Theft_Auto_VI
2024-07-27,wikipedia,pageviews,5316,count,Grand_Theft_Auto_VI
2024-07-28,wikipedia,pageviews,5510,count,Grand_Theft_Auto_VI
2024-07-29,price,close,150.7,usd,
2024-07-29,price,pct_vs_entry,-39.72,pct,entry=250.0
2024-07-29,wikipedia,pageviews,5223,count,Grand_Theft_Auto_VI
2024-07-30,price,close,150.0,usd,
2024-07-30,price,pct_vs_entry,-40.0,pct,entry=250.0
2024-07-30,wikipedia,pageviews,5042,count,Grand_Theft_Auto_VI
2024-07-31,price,close,150.53,usd,
2024-07-31,price,pct_vs_entry,-39.788,pct,entry=250.0
2024-07-31,wikipedia,pageviews,4790,count,Grand_Theft_Auto_VI
2024-08-01,price,close,145.96,usd,
2024-08-01,price,pct_vs_entry,-41.616,pct,entry=250.0
2024-08-01,wikipedia,pageviews,4912,count,Grand_Theft_Auto_VI
2024-08-02,price,close,143.68,usd,
2024-08-02,price,pct_vs_entry,-42.528,pct,entry=250.0
2024-08-02,wikipedia,pageviews,4717,count,Grand_Theft_Auto_VI
2024-08-03,wikipedia,pageviews,4539,count,Grand_Theft_Auto_VI
2024-08-04,wikipedia,pageviews,5088,count,Grand_Theft_Auto_VI
2024-08-05,price,close,139.49,usd,
2024-08-05,price,pct_vs_entry,-44.204,pct,entry=250.0
2024-08-05,wikipedia,pageviews,5049,count,Grand_Theft_Auto_VI
2024-08-06,price,close,140.11,usd,
2024-08-06,price,pct_vs_entry,-43.956,pct,entry=250.0
2024-08-06,wikipedia,pageviews,4831,count,Grand_Theft_Auto_VI
2024-08-07,price,close,135.67,usd,
2024-08-07,price,pct_vs_entry,-45.732,pct,entry=250.0
2024-08-07,wikipedia,pageviews,5534,count,Grand_Theft_Auto_VI
2024-08-08,price,close,138.78,usd,
2024-08-08,price,pct_vs_entry,-44.488,pct,entry=250.0
2024-08-08,wikipedia,pageviews,5789,count,Grand_Theft_Auto_VI
2024-08-09,price,close,144.82,usd,
2024-08-09,price,pct_vs_entry,-42.072,pct,entry=250.0
2024-08-09,wikipedia,pageviews,5640,count,Grand_Theft_Auto_VI
2024-08-10,wikipedia,pageviews,5078,count,Grand_Theft_Auto_VI
2024-08-11,wikipedia,pageviews,5312,count,Grand_Theft_Auto_VI
2024-08-12,price,close,147.29,usd,
2024-08-12,price,pct_vs_entry,-41.084,pct,entry=250.0
2024-08-12,wikipedia,pageviews,6265,count,Grand_Theft_Auto_VI
2024-08-13,price,close,144.88,usd,
2024-08-13,price,pct_vs_entry,-42.048,pct,entry=250.0
2024-08-13,wikipedia,pageviews,6317,count,Grand_Theft_Auto_VI
2024-08-14,price,close,144.91,usd,
2024-08-14,price,pct_vs_entry,-42.036,pct,entry=250.0
2024-08-14,wikipedia,pageviews,6873,count,Grand_Theft_Auto_VI
2024-08-15,price,close,146.38,usd,
2024-08-15,price,pct_vs_entry,-41.448,pct,entry=250.0
2024-08-15,wikipedia,pageviews,5692,count,Grand_Theft_Auto_VI
2024-08-16,price,close,149.94,usd,
2024-08-16,price,pct_vs_entry,-40.024,pct,entry=250.0
2024-08-16,wikipedia,pageviews,5586,count,Grand_Theft_Auto_VI
2024-08-17,wikipedia,pageviews,5580,count,Grand_Theft_Auto_VI
2024-08-18,wikipedia,pageviews,6360,count,Grand_Theft_Auto_VI
2024-08-19,price,close,150.5,usd,
2024-08-19,price,pct_vs_entry,-39.8,pct,entry=250.0
2024-08-19,wikipedia,pageviews,7729,count,Grand_Theft_Auto_VI
2024-08-20,price,close,154.81,usd,
2024-08-20,price,pct_vs_entry,-38.076,pct,entry=250.0
2024-08-20,wikipedia,pageviews,7241,count,Grand_Theft_Auto_VI
2024-08-21,price,close,160.07,usd,
2024-08-21,price,pct_vs_entry,-35.972,pct,entry=250.0
2024-08-21,wikipedia,pageviews,7400,count,Grand_Theft_Auto_VI
2024-08-22,price,close,158.7,usd,
2024-08-22,price,pct_vs_entry,-36.52,pct,entry=250.0
2024-08-22,wikipedia,pageviews,6822,count,Grand_Theft_Auto_VI
2024-08-23,price,close,159.39,usd,
2024-08-23,price,pct_vs_entry,-36.244,pct,entry=250.0
2024-08-23,wikipedia,pageviews,5568,count,Grand_Theft_Auto_VI
2024-08-24,wikipedia,pageviews,5400,count,Grand_Theft_Auto_VI
2024-08-25,wikipedia,pageviews,6059,count,Grand_Theft_Auto_VI
2024-08-26,price,close,160.38,usd,
2024-08-26,price,pct_vs_entry,-35.848,pct,entry=250.0
2024-08-26,wikipedia,pageviews,5830,count,Grand_Theft_Auto_VI
2024-08-27,price,close,160.78,usd,
2024-08-27,price,pct_vs_entry,-35.688,pct,entry=250.0
2024-08-27,wikipedia,pageviews,5614,count,Grand_Theft_Auto_VI
2024-08-28,price,close,159.0,usd,
2024-08-28,price,pct_vs_entry,-36.4,pct,entry=250.0
2024-08-28,wikipedia,pageviews,5195,count,Grand_Theft_Auto_VI
2024-08-29,price,close,160.5,usd,
2024-08-29,price,pct_vs_entry,-35.8,pct,entry=250.0
2024-08-29,wikipedia,pageviews,5543,count,Grand_Theft_Auto_VI
2024-08-30,price,close,161.71,usd,
2024-08-30,price,pct_vs_entry,-35.316,pct,entry=250.0
2024-08-30,wikipedia,pageviews,5415,count,Grand_Theft_Auto_VI
2024-08-31,wikipedia,pageviews,6707,count,Grand_Theft_Auto_VI
2024-09-01,wikipedia,pageviews,7656,count,Grand_Theft_Auto_VI
2024-09-02,wikipedia,pageviews,7304,count,Grand_Theft_Auto_VI
2024-09-03,price,close,155.9,usd,
2024-09-03,price,pct_vs_entry,-37.64,pct,entry=250.0
2024-09-03,wikipedia,pageviews,6680,count,Grand_Theft_Auto_VI
2024-09-04,price,close,158.04,usd,
2024-09-04,price,pct_vs_entry,-36.784,pct,entry=250.0
2024-09-04,wikipedia,pageviews,6368,count,Grand_Theft_Auto_VI
2024-09-05,price,close,157.06,usd,
2024-09-05,price,pct_vs_entry,-37.176,pct,entry=250.0
2024-09-05,wikipedia,pageviews,6943,count,Grand_Theft_Auto_VI
2024-09-06,price,close,156.61,usd,
2024-09-06,price,pct_vs_entry,-37.356,pct,entry=250.0
2024-09-06,wikipedia,pageviews,7608,count,Grand_Theft_Auto_VI
2024-09-07,wikipedia,pageviews,7638,count,Grand_Theft_Auto_VI
2024-09-08,wikipedia,pageviews,9433,count,Grand_Theft_Auto_VI
2024-09-09,price,close,156.32,usd,
2024-09-09,price,pct_vs_entry,-37.472,pct,entry=250.0
2024-09-09,wikipedia,pageviews,8115,count,Grand_Theft_Auto_VI
2024-09-10,price,close,154.85,usd,
2024-09-10,price,pct_vs_entry,-38.06,pct,entry=250.0
2024-09-10,wikipedia,pageviews,8415,count,Grand_Theft_Auto_VI
2024-09-11,price,close,152.34,usd,
2024-09-11,price,pct_vs_entry,-39.064,pct,entry=250.0
2024-09-11,wikipedia,pageviews,7202,count,Grand_Theft_Auto_VI
2024-09-12,price,close,153.61,usd,
2024-09-12,price,pct_vs_entry,-38.556,pct,entry=250.0
2024-09-12,wikipedia,pageviews,6508,count,Grand_Theft_Auto_VI
2024-09-13,price,close,152.18,usd,
2024-09-13,price,pct_vs_entry,-39.128,pct,entry=250.0
2024-09-13,wikipedia,pageviews,6100,count,Grand_Theft_Auto_VI
2024-09-14,wikipedia,pageviews,6107,count,Grand_Theft_Auto_VI
2024-09-15,wikipedia,pageviews,6433,count,Grand_Theft_Auto_VI
2024-09-16,price,close,152.45,usd,
2024-09-16,price,pct_vs_entry,-39.02,pct,entry=250.0
2024-09-16,wikipedia,pageviews,7326,count,Grand_Theft_Auto_VI
2024-09-17,price,close,152.71,usd,
2024-09-17,price,pct_vs_entry,-38.916,pct,entry=250.0
2024-09-17,wikipedia,pageviews,7247,count,Grand_Theft_Auto_VI
2024-09-18,price,close,153.33,usd,
2024-09-18,price,pct_vs_entry,-38.668,pct,entry=250.0
2024-09-18,wikipedia,pageviews,5929,count,Grand_Theft_Auto_VI
2024-09-19,price,close,153.66,usd,
2024-09-19,price,pct_vs_entry,-38.536,pct,entry=250.0
2024-09-19,wikipedia,pageviews,5454,count,Grand_Theft_Auto_VI
2024-09-20,price,close,148.78,usd,
2024-09-20,price,pct_vs_entry,-40.488,pct,entry=250.0
2024-09-20,wikipedia,pageviews,4983,count,Grand_Theft_Auto_VI
2024-09-21,wikipedia,pageviews,4887,count,Grand_Theft_Auto_VI
2024-09-22,wikipedia,pageviews,5751,count,Grand_Theft_Auto_VI
2024-09-23,price,close,149.73,usd,
2024-09-23,price,pct_vs_entry,-40.108,pct,entry=250.0
2024-09-23,wikipedia,pageviews,5918,count,Grand_Theft_Auto_VI
2024-09-24,price,close,150.9,usd,
2024-09-24,price,pct_vs_entry,-39.64,pct,entry=250.0
2024-09-24,wikipedia,pageviews,5983,count,Grand_Theft_Auto_VI
2024-09-25,price,close,150.77,usd,
2024-09-25,price,pct_vs_entry,-39.692,pct,entry=250.0
2024-09-25,wikipedia,pageviews,6360,count,Grand_Theft_Auto_VI
2024-09-26,price,close,151.69,usd,
2024-09-26,price,pct_vs_entry,-39.324,pct,entry=250.0
2024-09-26,wikipedia,pageviews,5854,count,Grand_Theft_Auto_VI
2024-09-27,price,close,153.05,usd,
2024-09-27,price,pct_vs_entry,-38.78,pct,entry=250.0
2024-09-27,wikipedia,pageviews,5332,count,Grand_Theft_Auto_VI
2024-09-28,wikipedia,pageviews,5225,count,Grand_Theft_Auto_VI
2024-09-29,wikipedia,pageviews,5917,count,Grand_Theft_Auto_VI
2024-09-30,price,close,153.71,usd,
2024-09-30,price,pct_vs_entry,-38.516,pct,entry=250.0
2024-09-30,wikipedia,pageviews,5715,count,Grand_Theft_Auto_VI
2024-10-01,price,close,150.48,usd,
2024-10-01,price,pct_vs_entry,-39.808,pct,entry=250.0
2024-10-01,wikipedia,pageviews,4843,count,Grand_Theft_Auto_VI
2024-10-02,price,close,151.37,usd,
2024-10-02,price,pct_vs_entry,-39.452,pct,entry=250.0
2024-10-02,wikipedia,pageviews,5066,count,Grand_Theft_Auto_VI
2024-10-03,price,close,147.66,usd,
2024-10-03,price,pct_vs_entry,-40.936,pct,entry=250.0
2024-10-03,wikipedia,pageviews,4952,count,Grand_Theft_Auto_VI
2024-10-04,price,close,151.69,usd,
2024-10-04,price,pct_vs_entry,-39.324,pct,entry=250.0
2024-10-04,wikipedia,pageviews,6259,count,Grand_Theft_Auto_VI
2024-10-05,wikipedia,pageviews,5874,count,Grand_Theft_Auto_VI
2024-10-06,wikipedia,pageviews,6607,count,Grand_Theft_Auto_VI
2024-10-07,price,close,152.21,usd,
2024-10-07,price,pct_vs_entry,-39.116,pct,entry=250.0
2024-10-07,wikipedia,pageviews,6240,count,Grand_Theft_Auto_VI
2024-10-08,price,close,152.94,usd,
2024-10-08,price,pct_vs_entry,-38.824,pct,entry=250.0
2024-10-08,wikipedia,pageviews,6076,count,Grand_Theft_Auto_VI
2024-10-09,price,close,153.86,usd,
2024-10-09,price,pct_vs_entry,-38.456,pct,entry=250.0
2024-10-09,wikipedia,pageviews,5613,count,Grand_Theft_Auto_VI
2024-10-10,price,close,153.49,usd,
2024-10-10,price,pct_vs_entry,-38.604,pct,entry=250.0
2024-10-10,wikipedia,pageviews,5308,count,Grand_Theft_Auto_VI
2024-10-11,price,close,155.09,usd,
2024-10-11,price,pct_vs_entry,-37.964,pct,entry=250.0
2024-10-11,wikipedia,pageviews,5401,count,Grand_Theft_Auto_VI
2024-10-12,wikipedia,pageviews,5306,count,Grand_Theft_Auto_VI
2024-10-13,wikipedia,pageviews,8563,count,Grand_Theft_Auto_VI
2024-10-14,price,close,155.43,usd,
2024-10-14,price,pct_vs_entry,-37.828,pct,entry=250.0
2024-10-14,wikipedia,pageviews,7213,count,Grand_Theft_Auto_VI
2024-10-15,price,close,156.05,usd,
2024-10-15,price,pct_vs_entry,-37.58,pct,entry=250.0
2024-10-15,wikipedia,pageviews,6925,count,Grand_Theft_Auto_VI
2024-10-16,price,close,154.91,usd,
2024-10-16,price,pct_vs_entry,-38.036,pct,entry=250.0
2024-10-16,wikipedia,pageviews,7112,count,Grand_Theft_Auto_VI
2024-10-17,price,close,154.79,usd,
2024-10-17,price,pct_vs_entry,-38.084,pct,entry=250.0
2024-10-17,wikipedia,pageviews,6757,count,Grand_Theft_Auto_VI
2024-10-18,price,close,155.27,usd,
2024-10-18,price,pct_vs_entry,-37.892,pct,entry=250.0
2024-10-18,wikipedia,pageviews,6710,count,Grand_Theft_Auto_VI
2024-10-19,wikipedia,pageviews,6188,count,Grand_Theft_Auto_VI
2024-10-20,wikipedia,pageviews,7695,count,Grand_Theft_Auto_VI
2024-10-21,price,close,156.88,usd,
2024-10-21,price,pct_vs_entry,-37.248,pct,entry=250.0
2024-10-21,wikipedia,pageviews,6990,count,Grand_Theft_Auto_VI
2024-10-22,price,close,160.02,usd,
2024-10-22,price,pct_vs_entry,-35.992,pct,entry=250.0
2024-10-22,wikipedia,pageviews,7258,count,Grand_Theft_Auto_VI
2024-10-23,price,close,161.01,usd,
2024-10-23,price,pct_vs_entry,-35.596,pct,entry=250.0
2024-10-23,wikipedia,pageviews,7957,count,Grand_Theft_Auto_VI
2024-10-24,price,close,161.26,usd,
2024-10-24,price,pct_vs_entry,-35.496,pct,entry=250.0
2024-10-24,wikipedia,pageviews,6514,count,Grand_Theft_Auto_VI
2024-10-25,price,close,161.79,usd,
2024-10-25,price,pct_vs_entry,-35.284,pct,entry=250.0
2024-10-25,wikipedia,pageviews,7273,count,Grand_Theft_Auto_VI
2024-10-26,wikipedia,pageviews,7903,count,Grand_Theft_Auto_VI
2024-10-27,wikipedia,pageviews,7639,count,Grand_Theft_Auto_VI
2024-10-28,price,close,160.75,usd,
2024-10-28,price,pct_vs_entry,-35.7,pct,entry=250.0
2024-10-28,wikipedia,pageviews,7866,count,Grand_Theft_Auto_VI
2024-10-29,price,close,162.28,usd,
2024-10-29,price,pct_vs_entry,-35.088,pct,entry=250.0
2024-10-29,wikipedia,pageviews,6812,count,Grand_Theft_Auto_VI
2024-10-30,price,close,162.89,usd,
2024-10-30,price,pct_vs_entry,-34.844,pct,entry=250.0
2024-10-30,wikipedia,pageviews,7124,count,Grand_Theft_Auto_VI
2024-10-31,price,close,161.72,usd,
2024-10-31,price,pct_vs_entry,-35.312,pct,entry=250.0
2024-10-31,wikipedia,pageviews,6403,count,Grand_Theft_Auto_VI
2024-11-01,price,close,163.78,usd,
2024-11-01,price,pct_vs_entry,-34.488,pct,entry=250.0
2024-11-01,wikipedia,pageviews,6294,count,Grand_Theft_Auto_VI
2024-11-02,wikipedia,pageviews,7240,count,Grand_Theft_Auto_VI
2024-11-03,wikipedia,pageviews,6887,count,Grand_Theft_Auto_VI
2024-11-04,price,close,162.93,usd,
2024-11-04,price,pct_vs_entry,-34.828,pct,entry=250.0
2024-11-04,wikipedia,pageviews,7299,count,Grand_Theft_Auto_VI
2024-11-05,price,close,164.03,usd,
2024-11-05,price,pct_vs_entry,-34.388,pct,entry=250.0
2024-11-05,wikipedia,pageviews,7021,count,Grand_Theft_Auto_VI
2024-11-06,price,close,166.62,usd,
2024-11-06,price,pct_vs_entry,-33.352,pct,entry=250.0
2024-11-06,wikipedia,pageviews,6867,count,Grand_Theft_Auto_VI
2024-11-07,price,close,179.17,usd,
2024-11-07,price,pct_vs_entry,-28.332,pct,entry=250.0
2024-11-07,wikipedia,pageviews,7764,count,Grand_Theft_Auto_VI
2024-11-08,price,close,177.9,usd,
2024-11-08,price,pct_vs_entry,-28.84,pct,entry=250.0
2024-11-08,wikipedia,pageviews,6536,count,Grand_Theft_Auto_VI
2024-11-09,wikipedia,pageviews,6526,count,Grand_Theft_Auto_VI
2024-11-10,wikipedia,pageviews,7300,count,Grand_Theft_Auto_VI
2024-11-11,price,close,179.39,usd,
2024-11-11,price,pct_vs_entry,-28.244,pct,entry=250.0
2024-11-11,wikipedia,pageviews,7325,count,Grand_Theft_Auto_VI
2024-11-12,price,close,180.55,usd,
2024-11-12,price,pct_vs_entry,-27.78,pct,entry=250.0
2024-11-12,wikipedia,pageviews,6718,count,Grand_Theft_Auto_VI
2024-11-13,price,close,181.87,usd,
2024-11-13,price,pct_vs_entry,-27.252,pct,entry=250.0
2024-11-13,wikipedia,pageviews,7355,count,Grand_Theft_Auto_VI
2024-11-14,price,close,181.48,usd,
2024-11-14,price,pct_vs_entry,-27.408,pct,entry=250.0
2024-11-14,wikipedia,pageviews,7443,count,Grand_Theft_Auto_VI
2024-11-15,price,close,177.62,usd,
2024-11-15,price,pct_vs_entry,-28.952,pct,entry=250.0
2024-11-15,wikipedia,pageviews,7059,count,Grand_Theft_Auto_VI
2024-11-16,wikipedia,pageviews,7224,count,Grand_Theft_Auto_VI
2024-11-17,wikipedia,pageviews,8236,count,Grand_Theft_Auto_VI
2024-11-18,price,close,182.93,usd,
2024-11-18,price,pct_vs_entry,-26.828,pct,entry=250.0
2024-11-18,wikipedia,pageviews,8825,count,Grand_Theft_Auto_VI
2024-11-19,price,close,186.01,usd,
2024-11-19,price,pct_vs_entry,-25.596,pct,entry=250.0
2024-11-19,wikipedia,pageviews,9492,count,Grand_Theft_Auto_VI
2024-11-20,price,close,185.5,usd,
2024-11-20,price,pct_vs_entry,-25.8,pct,entry=250.0
2024-11-20,wikipedia,pageviews,7711,count,Grand_Theft_Auto_VI
2024-11-21,price,close,186.58,usd,
2024-11-21,price,pct_vs_entry,-25.368,pct,entry=250.0
2024-11-21,wikipedia,pageviews,7660,count,Grand_Theft_Auto_VI
2024-11-22,price,close,188.15,usd,
2024-11-22,price,pct_vs_entry,-24.74,pct,entry=250.0
2024-11-22,wikipedia,pageviews,9912,count,Grand_Theft_Auto_VI
2024-11-23,wikipedia,pageviews,9421,count,Grand_Theft_Auto_VI
2024-11-24,wikipedia,pageviews,10125,count,Grand_Theft_Auto_VI
2024-11-25,price,close,187.62,usd,
2024-11-25,price,pct_vs_entry,-24.952,pct,entry=250.0
2024-11-25,wikipedia,pageviews,9923,count,Grand_Theft_Auto_VI
2024-11-26,price,close,187.85,usd,
2024-11-26,price,pct_vs_entry,-24.86,pct,entry=250.0
2024-11-26,wikipedia,pageviews,9330,count,Grand_Theft_Auto_VI
2024-11-27,price,close,185.56,usd,
2024-11-27,price,pct_vs_entry,-25.776,pct,entry=250.0
2024-11-27,wikipedia,pageviews,8310,count,Grand_Theft_Auto_VI
2024-11-28,wikipedia,pageviews,8428,count,Grand_Theft_Auto_VI
2024-11-29,price,close,188.38,usd,
2024-11-29,price,pct_vs_entry,-24.648,pct,entry=250.0
2024-11-29,wikipedia,pageviews,8386,count,Grand_Theft_Auto_VI
2024-11-30,wikipedia,pageviews,7870,count,Grand_Theft_Auto_VI
2024-12-01,wikipedia,pageviews,10026,count,Grand_Theft_Auto_VI
2024-12-02,price,close,187.95,usd,
2024-12-02,price,pct_vs_entry,-24.82,pct,entry=250.0
2024-12-02,wikipedia,pageviews,10336,count,Grand_Theft_Auto_VI
2024-12-03,price,close,188.06,usd,
2024-12-03,price,pct_vs_entry,-24.776,pct,entry=250.0
2024-12-03,wikipedia,pageviews,11824,count,Grand_Theft_Auto_VI
2024-12-04,price,close,188.2,usd,
2024-12-04,price,pct_vs_entry,-24.72,pct,entry=250.0
2024-12-04,wikipedia,pageviews,10780,count,Grand_Theft_Auto_VI
2024-12-05,price,close,190.03,usd,
2024-12-05,price,pct_vs_entry,-23.988,pct,entry=250.0
2024-12-05,wikipedia,pageviews,10357,count,Grand_Theft_Auto_VI
2024-12-06,price,close,189.71,usd,
2024-12-06,price,pct_vs_entry,-24.116,pct,entry=250.0
2024-12-06,wikipedia,pageviews,9453,count,Grand_Theft_Auto_VI
2024-12-07,wikipedia,pageviews,8260,count,Grand_Theft_Auto_VI
2024-12-08,wikipedia,pageviews,9016,count,Grand_Theft_Auto_VI
2024-12-09,price,close,187.9,usd,
2024-12-09,price,pct_vs_entry,-24.84,pct,entry=250.0
2024-12-09,wikipedia,pageviews,10106,count,Grand_Theft_Auto_VI
2024-12-10,price,close,185.36,usd,
2024-12-10,price,pct_vs_entry,-25.856,pct,entry=250.0
2024-12-10,wikipedia,pageviews,9999,count,Grand_Theft_Auto_VI
2024-12-11,price,close,190.46,usd,
2024-12-11,price,pct_vs_entry,-23.816,pct,entry=250.0
2024-12-11,wikipedia,pageviews,9020,count,Grand_Theft_Auto_VI
2024-12-12,price,close,189.64,usd,
2024-12-12,price,pct_vs_entry,-24.144,pct,entry=250.0
2024-12-12,wikipedia,pageviews,9265,count,Grand_Theft_Auto_VI
2024-12-13,price,close,185.48,usd,
2024-12-13,price,pct_vs_entry,-25.808,pct,entry=250.0
2024-12-13,wikipedia,pageviews,18536,count,Grand_Theft_Auto_VI
2024-12-14,wikipedia,pageviews,11327,count,Grand_Theft_Auto_VI
2024-12-15,wikipedia,pageviews,12383,count,Grand_Theft_Auto_VI
2024-12-16,price,close,187.18,usd,
2024-12-16,price,pct_vs_entry,-25.128,pct,entry=250.0
2024-12-16,wikipedia,pageviews,13153,count,Grand_Theft_Auto_VI
